id_producto,no_parte,producto,producto_completo,marca,etiquetas,subcategoria,categoria,cat
7059,P102838,Vino reservado cabernet sauvignon Aromo botella,Vino reservado cabernet sauvignon Aromo botella x 750 ml,Aromo,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
7060,P459399,Limpiador Beisbol diario laminados madera,Limpiador Beisbol diario laminados madera x 450 ml,Beisbol,Multiusos,Aseo De Hogar,Hogar,HO
7061,P532090,Mezcla,Mezcla x salsa x champiñones x 33 g,Knorr,Salsas Y Vinagres,Despensa,Alimentos y Bebidas,A&B
7062,P219102,Brillo Vitu secante unas,Brillo Vitu secante unas x 10 ml,Vitu,Maquillaje,Belleza,Salud y Belleza,S&B
7063,P584051,Cerveza 3 cordilleras rosada tripack botella,Cerveza 3 cordilleras rosada tripack botella x 330ml c-u,3 Cordilleras,Cervezas,Vinos Y Licores,Alimentos y Bebidas,A&B
7064,P885735,Huevo Santa Anita Disney Aa Rojo,Huevo Rojo Aa X 12 Unidades,Santa Anita,Huevos,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7065,P657478,Alamar ensalada primavera,Alamar ensalada primavera x 160g,Alamar,Enlatados Y Conservas,Despensa,Alimentos y Bebidas,A&B
7066,P485578,Bolsa basura Task rollo 50,Bolsa basura Task rollo 50 x 55cm x 20 unds precio especial,Task,Bolsas De Basura,Limpieza De Cocina,Hogar,HO
7067,P406099,Paño hogareño multiusos Eterna pague 6 lleve 12.,Paño hogareño multiusos Eterna pague 6 lleve 12.,Eterna,Esponjas Y Fibras,Limpieza De Cocina,Hogar,HO
7068,P640141,Frasco Premium Ajo Puro 48 g - El Rey,Ablandacarnes Premium Frasco,El Rey,"Condimentos, Caldos Y Sal",Despensa,Alimentos y Bebidas,A&B
7069,P328704,Bolsa Task residencial blanca + negra 70,Bolsa Task residencial blanca + negra 70 x 90 cm x 10 und c-u,Task,Bolsas De Basura,Limpieza De Cocina,Hogar,HO
7070,P603160,Guante anticelulitis,Guante anticelulitis,Freestyle,Accesorios De Belleza,Belleza,Salud y Belleza,S&B
7071,P500442,Acido Magistral limpia desmancha,Acido Magistral limpia desmancha x 2000 ml,Magistral,Limpieza W.C.,Aseo De Hogar,Hogar,HO
7072,P628716,Jugo Citrus hit naranja pet,Jugo Citrus hit naranja pet x 250 ml,Hit,"Jugos, Refrescos Y Maltas",Bebidas,Alimentos y Bebidas,A&B
7073,P238061,Cerveza Aguila original en lata,Cerveza Aguila original en lata x 6 unidades x 355ml c-u,Aguila,Cervezas,Vinos Y Licores,Alimentos y Bebidas,A&B
7074,P871145,Uva pasa,Uva pasa x 150 g,Insualimentos,Frutos Secos,Pasabocas,Alimentos y Bebidas,A&B
7075,P507598,Protectores Diarios Nosotras Multiestilo,Protectores Diarios Nosotras Multiestilo x 60und + Protectores Diarios Largos x 20und,Nosotras,Protección Femenina,Cuidado Personal,Salud y Belleza,S&B
7076,P745904,Clorox Blancos Intensos,Desmanchador Blancos Intensos X 2000 ml,Clorox,Desmanchadores,Cuidado De Ropa Y Calzado,Hogar,HO
7077,P339158,Ron Medellin dorado botella,Ron Medellin dorado botella x 750 ml,Medellin,Ron,Vinos Y Licores,Alimentos y Bebidas,A&B
7078,P207386,Tampon digital OB original,Tampon digital OB original x 20 unds,Ob,Protección Femenina,Cuidado Personal,Salud y Belleza,S&B
7079,P509364,Mezcla La Especial yogurt,Mezcla La Especial yogurt x 40g,La Especial,Frutos Secos,Pasabocas,Alimentos y Bebidas,A&B
7080,P356868,Tableta Chocolate Amargo Karina,Tableta Chocolate Amargo Karina X 100g,Karina,Chocolatería,Dulces Y Postres,Alimentos y Bebidas,A&B
7081,P687639,Labial Vogue colorisimo mate malteada liquido,Labial Vogue colorisimo mate malteada liquido x 5 ml,Vogue,Maquillaje,Belleza,Salud y Belleza,S&B
7082,P261389,Crema multiusos frotex,Crema multiusos frotex x 550g,Frotex,Multiusos,Aseo De Hogar,Hogar,HO
7083,P680268,Detergente Blancox antibacterial liquido,Detergente Blancox antibacterial liquido x 1.8 L,Krug,Detergentes,Cuidado De Ropa Y Calzado,Hogar,HO
7084,P580134,Arepa Sary De Queso Súper Especial,Arepa Sary De Queso Súper Especial X 5 Und X 400 g,Sary,Arepas,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7085,P176886,Betún auto brillante negro,Betún auto brillante negro x 60g,Bufalo,Betún,Cuidado De Ropa Y Calzado,Hogar,HO
7086,P964288,Galletas dietnature desayuno Gullon,Galletas dietnature desayuno Gullon x 6unds x 36g c-u,Gullon,Galletas Dietéticas Y Saludables,Pasabocas,Alimentos y Bebidas,A&B
7087,P613873,Rodillo quita pelusa Ubl,Rodillo quita pelusa Ubl x 20 hojas + repuesto x 2 und,Ubl,Limpieza De Superficies,Aseo De Hogar,Hogar,HO
7088,P127176,Maquina afeitar mujer Ubl,Maquina afeitar mujer Ubl x 4 und,Ubl,Afeitado,Cuidado Personal,Salud y Belleza,S&B
7089,P867194,Galleta chocolate gourmet Candies & Cookie,Galleta chocolate gourmet Candies & Cookie x 280g,Candies & Cookies,Pastelería,Panadería Y Pastelería,Alimentos y Bebidas,A&B
7090,P513030,Azúcar Manuelita Light,Azucar Manuelita Light 454 gr,Manuelita,"Azúcar, Endulzantes Y Panelas",Despensa,Alimentos y Bebidas,A&B
7091,P537243,Jamon de Sanduche Zenu x 300g,Jamon de Sanduche Zenu x 300g,Zenu,Carnes Frías Maduradas Y Ahumadas,Charcutería,Alimentos y Bebidas,A&B
7092,P880026,Estuche dorado Nayarith,Estuche Dorado,Nayarith,Chocolatería,Dulces Y Postres,Alimentos y Bebidas,A&B
7093,P945399,Brevas La Coruña En Almíbar,Brevas La Coruña En Almíbar x 560g,La Coruna,Enlatados Y Conservas,Despensa,Alimentos y Bebidas,A&B
7094,P555195,Polvo Vitú bronceador Vitamina E,Polvo Vitú bronceador Vitamina E x7g,Vitu,Maquillaje,Belleza,Salud y Belleza,S&B
7095,P810525,Pasabocas Sunbites surtido,Pasabocas Sunbites surtido x 4 und x 35g c-u,Sunbites,Galletas Saladas,Pasabocas,Alimentos y Bebidas,A&B
7096,P153790,Caladitos mantequilla Sta. Clara,Caladitos Mantequilla,Santa Clara,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
7097,P899913,Promo Crema Dental Colgate Total 12 Salud Visible 75ml Pack 3und,Promo Crema Dental Colgate Total 12 Salud Visible 75ml Pack 3und,Colgate,Cuidado Oral,Cuidado Personal,Salud y Belleza,S&B
7098,P180569,Detergente para Máquina Lavavajillas Cascade Gel Fresh,Detergente Fresh Gel,Cascade,Lavalozas,Limpieza De Cocina,Hogar,HO
7099,P539656,Sopa de minestrone Knorr,Sopa Minestrone 64 gr,Knorr,"Bases, Cremas Y Sopas",Despensa,Alimentos y Bebidas,A&B
7100,P363787,Tostacos Sabor a picante,Tostacos Sabor a picante x 12 und x 25 g c-u,Ramo,Papas Fritas Y Paquetes,Pasabocas,Alimentos y Bebidas,A&B
7101,P490742,Gaseosa Colombiana Cero,"Gaseosa Colombiana Cero x 1,5 L",Colombiana,Gaseosas,Bebidas,Alimentos y Bebidas,A&B
7102,P614959,Agua San Pellegino mineral gas,Agua Mineral Con Gas X 250 ml,San Pellegrino,Agua,Bebidas,Alimentos y Bebidas,A&B
7103,P163166,Galletas Chokis chocoavellana chispas,Galletas Chokis chocoavellana chispas x 6 und x 38 g c-u,Chokis,Galletas Dulces,Pasabocas,Alimentos y Bebidas,A&B
7104,P284765,Instantáneo Frutiño de Salpicón,Instantáneo Frutiño de Salpicón x 66 g,Frutino,"Té, Infusiones E Instantáneos",Despensa,Alimentos y Bebidas,A&B
7105,P136071,Pasabocas Fritolay super lonchera surtido,Pasabocas Fritolay super lonchera surtido x 12 paq x 282 g,Frito Lay,Papas Fritas Y Paquetes,Pasabocas,Alimentos y Bebidas,A&B
7106,P539562,Esmalte Vitu tinte10 tropical,Esmalte Vitu tinte10 tropical x 10 ml,Vitu,Maquillaje,Belleza,Salud y Belleza,S&B
7107,P666285,Quesillo tajado Klarens,Quesillo tajado Klarens x 200 g,Klarens,Queso,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7108,P116414,Película transparente Domingo repuesto,Película transparente domingo repuesto x 30 metros,Domingo,Servilletas Y Papel Aluminio,Limpieza De Cocina,Hogar,HO
7109,P363133,Tartaleta durazno,Tartaleta durazno x 2 unds,Jumbo,Pastelería,Panadería Y Pastelería,Alimentos y Bebidas,A&B
7110,P533696,Helado Premium Placeres de Macadamia Sinfonía,Helado Premium Placeres de Macadamia Sinfonía x 700 gr,Sinfonia,Helados,Productos Congelados,Alimentos y Bebidas,A&B
7111,P215928,Suavizante Aromatel lavanda mora,Suavizante Aromatel lavanda mora x 2und x 2500ml c-u,Aromatel,Suavizantes,Cuidado De Ropa Y Calzado,Hogar,HO
7112,P284888,Quiche de champiñones,Quiche de champiñones x 12 porciones,Jumbo,Pastelería,Panadería Y Pastelería,Alimentos y Bebidas,A&B
7113,P446467,Desodorante Rexona antibacterial protection aerosol,Desodorante Rexona antibacterial protection aerosol x 150 ml,Rexona,Desodorantes,Cuidado Personal,Salud y Belleza,S&B
7114,P195237,Cerveza negra chapinero BBC,Cerveza negra chapinero BBC x 4 und x 1320 ml,Bbc,Cervezas,Vinos Y Licores,Alimentos y Bebidas,A&B
7115,P503948,Detergente Máxima ropa líquido,Detergente Máxima ropa líquido x 2000 ml,Maxima Mp,Detergentes,Cuidado De Ropa Y Calzado,Hogar,HO
7116,P140971,Cerveza Sol botella,Cerveza Sol botella x 6 und x 330 ml,Sol,Cervezas,Vinos Y Licores,Alimentos y Bebidas,A&B
7117,P902637,Removedor Vogue sábila caramidas,Removedor Vogue sábila caramidas x 120ml,Vogue,Maquillaje,Belleza,Salud y Belleza,S&B
7118,P635653,Aguardiente Nectar club,Aguardiente nectar club x 1000 ml,Nectar,Aguardiente,Vinos Y Licores,Alimentos y Bebidas,A&B
7119,P946890,Mezcla para pancakes Millers tradicional 300g,Pancakes Tradicional,Millers,Repostería,Dulces Y Postres,Alimentos y Bebidas,A&B
7120,P139862,Barra Hatsu frutas vegetales,Barra Hatsu frutas vegetales x 6 und x 25g c-u,Hatsu,Cereales,Despensa,Alimentos y Bebidas,A&B
7121,P838496,Vino moscatel dulce Casa Grajales,Vino moscatel dulce Casa Grajales x 750 ml,Casa Grajales,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
7122,P599644,Mermelada mora salvaje Sr Dalfour sin azúcar,Mermelada mora salvaje Sr Dalfour sin azúcar x 284 g,St.Dalfour,Mermelada Y Cremas De Untar,Pasabocas,Alimentos y Bebidas,A&B
7123,P501219,Panuchas x 6unds,Panuchas x 6unds x 120g,El Paraguitas,Dulces Típicos,Dulces Y Postres,Alimentos y Bebidas,A&B
7124,P100512,Maizitos,Maizitos x 215 g,Ramo,Papas Fritas Y Paquetes,Pasabocas,Alimentos y Bebidas,A&B
7125,P637277,Acondicionador Muss 3d secos aceite coco miel,Acondicionador Muss 3d secos aceite coco miel x 750 ml,Muss,Acondicionadores Y Tratamientos,Cuidado Personal,Salud y Belleza,S&B
7126,P588438,Whisky Johnnie Walker red,Whisky Johnnie Walker red x 375 ml,Johnnie Walker,Whisky,Vinos Y Licores,Alimentos y Bebidas,A&B
7127,P963022,Champagn Pierlant Brut,Champagn Pierlant Brut x 750 ml,Pierlant,Champañas Y Espumoso,Vinos Y Licores,Alimentos y Bebidas,A&B
7128,P620765,Gelatina dulces del valle blanca,Gelatina dulces del valle blanca x 140g,Dulces Del Valle,"Gelatinas, Flanes Y Pudines",Dulces Y Postres,Alimentos y Bebidas,A&B
7129,P770625,Antitranspirante .Rexona Motionsense Antibacterial Aerosol 150ml,Antitranspirante .Rexona Motionsense Antibacterial Aerosol 150ml,Rexona,Desodorantes,Cuidado Personal,Salud y Belleza,S&B
7130,P883712,Papa Francesa Papafácil,Papa Francesa Papafácil x 1Kg,Papafacil,"Papas, Yucas Y Patacones",Productos Congelados,Alimentos y Bebidas,A&B
7131,P860419,Jabon liquido Johnsons body wash extracto de g ranada y uva,Jabon liquido Johnsons body wash extracto de g ranada y uva x 200 ml,Johnsons,Jabones De Tocador,Cuidado Personal,Salud y Belleza,S&B
7132,P940870,Manchitas Marinela,Manchitas Marinela x 45gr,Manchitas,Panadería Empacada,Panadería Y Pastelería,Alimentos y Bebidas,A&B
7133,P660410,Clorox Baño Gatillo,Clorox Baño Gatillo x 500ml,Clorox,Limpieza W.C.,Aseo De Hogar,Hogar,HO
7134,P470266,Agua Cristal,Agua Cristal x24und x 300ml c-u - Agua Cristal x 24und x 300ml c-u,Cristal,Agua,Bebidas,Alimentos y Bebidas,A&B
7135,P524620,Vino Longchamps chardonnay,Vino Longchamps chardonnay x 750 ml,Longchamps,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
7136,P489946,Queso crema natural quescrem,Queso crema natural quescrem x 200g,Quescrem,Quesos Especializados,Charcutería,Alimentos y Bebidas,A&B
7137,P267169,Alpinito Max Alpina Fresa,Alpinito Max Fresa X 4 Unds,Alpinito,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7138,P263600,Salchicha brasilena superbras,Salchicha brasilena superbras x6 und x500g,Brasilena,Carnes Frías Maduradas Y Ahumadas,Charcutería,Alimentos y Bebidas,A&B
7139,P572461,Galletas Milo sándwich,Galletas Milo sándwich x 12 und x 34 g c-u,Milo,Galletas Dulces,Pasabocas,Alimentos y Bebidas,A&B
7140,P198815,Gomas Vidal bananas,Gomas Vidal bananas x 100 g,Vidal,Confitería,Dulces Y Postres,Alimentos y Bebidas,A&B
7141,P836925,Esmalte Vogue Fantastic Fantastic 10 Ml,Esmalte Vogue Fantastic Fantastic 10 Ml,Vogue,Maquillaje,Belleza,Salud y Belleza,S&B
7142,P981879,Arepa Sary De Maíz Mediana,Arepa Sary De Maíz Mediana X 10 Und X 700 g,Sary,Arepas,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7143,P999644,Límpido Regular,Limpido Regular 1800 ml,Limpido,Blanqueadores,Aseo De Hogar,Hogar,HO
7144,P922276,Bebida láctea Gloria yogurle melocotón bolsa,Bebida láctea Gloria yogurle melocotón bolsa x 1000g,Gloria,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7145,P514358,Suavizante Dersa fragancia prolongada liquido doypack,Suavizante Dersa fragancia prolongada liquido doypack x 2000ml,Dersa,Suavizantes,Cuidado De Ropa Y Calzado,Hogar,HO
7146,P534933,Fríjol Maritza bola roja premium,Fríjol Maritza bola roja premium x 500 g,Maritza,Arroz Y Granos,Despensa,Alimentos y Bebidas,A&B
7147,P934059,Pan mix crocante Baffi,Pan mix crocante Baffi x 215g,Baffi,Pastelería,Panadería Y Pastelería,Alimentos y Bebidas,A&B
7148,P998263,Esponja doble uso Limpia Ya,Esponja doble uso Limpia Ya x3und,Limpia Ya,Esponjas Y Fibras,Limpieza De Cocina,Hogar,HO
7149,P126192,Esmalte Vogue gel atraccionx14 ml,Esmalte Vogue gel atraccionx14 ml,Vogue,Maquillaje,Belleza,Salud y Belleza,S&B
7150,P206470,Paleta Colombina Trozos Fruta,Paleta Colombina Trozos Fruta x 6und x 70g c-u,Colombina,Helados,Productos Congelados,Alimentos y Bebidas,A&B
7151,P600461,Azúcar Incauca Blanco Especial 1 kg,Azúcar Incauca Blanco Especial 1 kg,Incauca,"Azúcar, Endulzantes Y Panelas",Despensa,Alimentos y Bebidas,A&B
7152,P135634,Desodoranteaclarado classic touch nivea,Desodoranteaclarado classic touch nivea x 150 ml,Nivea,Desodorantes,Cuidado Personal,Salud y Belleza,S&B
7153,P113004,Galletas Sultana Taco,Galletas Sultana Taco x 220gr,Sultana,Galletas Dulces,Pasabocas,Alimentos y Bebidas,A&B
7154,P364483,Maní Con Pasas Frito Lay,Maní Con Pasas Frito Lay x 200g,Frito Lay,Frutos Secos,Pasabocas,Alimentos y Bebidas,A&B
7155,P905882,Dulce Arcor batata,Dulce Arcor batata x 700g,Arcor,Dulces Típicos,Dulces Y Postres,Alimentos y Bebidas,A&B
7156,P124626,Cerveza rubia Erdinger botella,Cerveza rubia Erdinger botella x 500 ml,Erdinger,Cervezas,Vinos Y Licores,Alimentos y Bebidas,A&B
7157,P600478,Pastel de durazno,Pastel de durazno x 12 porciones,Jumbo,Pastelería,Panadería Y Pastelería,Alimentos y Bebidas,A&B
7158,P141654,Bebida energética monster,Bebida energética monster x 473 ml,Monster,Energizantes,Bebidas,Alimentos y Bebidas,A&B
7159,P527817,Guante JBO home care semiindustrial talla 7,Guante JBO home care semiindustrial talla 7,Jbo Home Care Mp,Guantes,Limpieza De Cocina,Hogar,HO
7160,P761235,Promo Enjuague Bucal Colgate Luminous White 500ml + Crema Dental Luminous white 75ml Precio Especial,Promo Enjuague Bucal Colgate Luminous White 500ml + Crema Dental Luminous white 75ml Precio Especial,Colgate,Cuidado Oral,Cuidado Personal,Salud y Belleza,S&B
7161,P734703,Envoltura Vinilpel autoadherible transparente,Envoltura Vinilpel autoadherible transparente x 20 m,Vinilpel,Servilletas Y Papel Aluminio,Limpieza De Cocina,Hogar,HO
7162,P483835,Galletas Quaker integral vainilla sin azúcar,Galletas Quaker integral vainilla sin azúcar x 6 paquetes x 180g,Quaker,Galletas Dulces,Pasabocas,Alimentos y Bebidas,A&B
7163,P466691,Vino Panul blanco chardonnay clásico botella,Vino Panul blanco chardonnay clásico botella x 750 ml,Panul,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
7164,P869347,Insecticida Rayol matatodo,Insecticida Rayol matatodo x 400ml + voladores x 230ml precio especial,Rayol,Insecticidas,Aseo De Hogar,Hogar,HO
7165,P825368,Detergente Woolite ropa oscura liquido,Detergente Liquido Black,Woolite,Detergentes,Cuidado De Ropa Y Calzado,Hogar,HO
7166,P695523,Harina Carolina centeno,Harina Carolina centeno x500 g,Carolina,Harinas Y Mezclas Para Preparar,Despensa,Alimentos y Bebidas,A&B
7167,P260727,Galleta Club Social Queso,Galleta Club Social Queso x 234g,Club Social,Galletas Saladas,Pasabocas,Alimentos y Bebidas,A&B
7168,P359480,Pasta Integral Vermicelli Conzazoni,Pasta Integral Vermicelli Conzazoni x 500g,Conzazoni,Pastas,Despensa,Alimentos y Bebidas,A&B
7169,P911024,Caramelo Cavendish & Harvey fruta frasco,Caramelo Cavendish & Harvey fruta frasco x 966 g,Cavendish & Harvey,Confitería,Dulces Y Postres,Alimentos y Bebidas,A&B
7170,P538832,Avena Quaker Hojuelas Manzana & Canela,Avena Quaker Hojuelas Manzana & Canela x 300g,Quaker,Avenas Y Salvado,Despensa,Alimentos y Bebidas,A&B
7171,P887166,Pinchos de pollo,Pinchos de pollo x 12 und,Kokoriko,Apanados,Productos Congelados,Alimentos y Bebidas,A&B
7172,P793531,Insecticida Raid doble acción Zancudos y Moscas aerosol,Insecticida Zancudos Y Moscas,Raid,Insecticidas,Aseo De Hogar,Hogar,HO
7173,P453991,Nectar California Mango,Nectar California Mango x 900 ml,California,"Jugos, Refrescos Y Maltas",Bebidas,Alimentos y Bebidas,A&B
7174,P389120,"Instantáneo Clight tripack Limón , Naranja y Mora","Instantáneo Clight tripack Limón , Naranja y Mora x 8g c-u precio especial",Clight,"Té, Infusiones E Instantáneos",Despensa,Alimentos y Bebidas,A&B
7175,P844557,Gomas osos oro trululu,Gomas osos oro trululu x 90 g,Super,Confitería,Dulces Y Postres,Alimentos y Bebidas,A&B
7176,P712116,Empanada carne casera Pueblo Viejo,Empanada carne casera Pueblo Viejo x 875 g pague 25 und lleve 30,Pueblo Viejo,Empanadas,Productos Congelados,Alimentos y Bebidas,A&B
7177,P881332,Yogurt Alquería fortificado surtido,Yogurt Alquería fortificado surtido x 6und x 150g c-u gratis pitillos,Alqueria,Yogurt,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7178,P306564,Desinfectante Liquido Para Inodoros Limpieza Avanzada 5 En 1 Marina Pato,Desinfectante Liquido Para Inodoros Limpieza Avanzada 5 En 1 Marina Pato x 500ml,Pato,Limpieza W.C.,Aseo De Hogar,Hogar,HO
7179,P350996,Jabon intibon intimo sabila calendula menta,Jabon intibon intimo sabila calendula menta x 210g,Intibon,Protección Femenina,Cuidado Personal,Salud y Belleza,S&B
7180,P321497,Plátano Maduro 100% Natural Natuchips 12 Und,Plátano Maduro 100% Natural Natuchips 12 Und x 336g,Natuchips,Papas Fritas Y Paquetes,Pasabocas,Alimentos y Bebidas,A&B
7181,P976944,Tampones Sin Aplicador Nosotras Mini,Tampones Sin Aplicador Nosotras Mini x 14und + Decopack x 1und,Nosotras,Protección Femenina,Cuidado Personal,Salud y Belleza,S&B
7182,P505162,Vino GIO blanco grenache bot.x750ml,Vino GIO blanco grenache bot.x750ml,Giorgio,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
7183,P343930,Helado Popsy Vainilla Gourmet,Helado Popsy Vainilla Gourmet x 1 litro,Popsy,Helados,Productos Congelados,Alimentos y Bebidas,A&B
7184,P728647,Nectar hit vital pera,Nectar hit vital pera x 237ml,Hit,"Jugos, Refrescos Y Maltas",Bebidas,Alimentos y Bebidas,A&B
7185,P139516,Detergente Dersa poder azul ropa polvo,Detergente Dersa poder azul ropa polvo x 2000 g,Dersa,Detergentes,Cuidado De Ropa Y Calzado,Hogar,HO
7186,P974243,Queso crema light quescrem,Queso crema light quescrem x 200g,Quescrem,Quesos Especializados,Charcutería,Alimentos y Bebidas,A&B
7187,P157504,Papa Francesa Rapipapa Extradelgada bolsa,Papa Francesa Rapipapa Extradelgada bolsa x 750g,Rapipapa,"Papas, Yucas Y Patacones",Productos Congelados,Alimentos y Bebidas,A&B
7188,P948772,Vodka finlandia,Vodka Finlandia Botella X 750ml,Finlandia,Vodka,Vinos Y Licores,Alimentos y Bebidas,A&B
7189,P856291,Helado Popsy Snicker Almond Gourmet,Helado Popsy Snicker Almond Gourmet x 1 litro,Popsy,Helados,Productos Congelados,Alimentos y Bebidas,A&B
7190,P183199,Miel De abejas Flor del monte,Miel De abejas Flor del monte x 360 g,Flor Del Monte,Mermelada Y Cremas De Untar,Pasabocas,Alimentos y Bebidas,A&B
7191,P645430,Condimento paprika española,Condimento paprika española x 20 g,P&I;,"Condimentos, Caldos Y Sal",Despensa,Alimentos y Bebidas,A&B
7192,P381436,Quita manchas Clorox ropa Sin cloro polvo,Quita manchas Clorox ropa Sin cloro polvo x 900g,Clorox,Desmanchadores,Cuidado De Ropa Y Calzado,Hogar,HO
7193,P313521,Pudin gel'Hada Sabor Vainilla x 85 g,Pudin gel'Hada Sabor Vainilla x 85 g,Gelhada,"Gelatinas, Flanes Y Pudines",Dulces Y Postres,Alimentos y Bebidas,A&B
7194,P918312,Base Lander fashion colors endurecedora,Base Lander fashion colors endurecedora x 11 ml,Lander,Maquillaje,Belleza,Salud y Belleza,S&B
7195,P322402,Oferta Jugo Hit Surtido Brick,Oferta Jugo Hit Surtido Brick x 200ml Pague 10 lleve 12,Hit,"Jugos, Refrescos Y Maltas",Bebidas,Alimentos y Bebidas,A&B
7196,P369473,Todo Rico Criollo Súper Ricas 6 Und,Todo Rico Criollo Súper Ricas 6 und x 55g Und,Super Ricas,Papas Fritas Y Paquetes,Pasabocas,Alimentos y Bebidas,A&B
7197,P141878,Jamón Sanduche Zenú,Jamón Sanduche Zenú x 450 g.,Zenu,Carnes Frías Y Embutidos,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7198,P692749,Betún negro pague 55g lleve 70g,Betún negro pague 55g lleve 70g,Bufalo,Betún,Cuidado De Ropa Y Calzado,Hogar,HO
7199,P399358,Mezcla Nueces Hillary Bandeja,Mezcla Nueces Hillary Bandeja x 407 g,Hillary,Frutos Secos,Pasabocas,Alimentos y Bebidas,A&B
7200,P840209,Kumis Alpina x 1000 ml,Kumis Alpina x 1000 ml,Alpina,Kumis,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7201,P977402,Pasta cup sopa instantánea carne res Noodles,Cup Carne,Nissin,Pastas,Despensa,Alimentos y Bebidas,A&B
7202,P687751,Gaseosa Kola Roman,Gaseosa Kola Roman x 3 litros,Kola Roman,Gaseosas,Bebidas,Alimentos y Bebidas,A&B
7203,P329129,Insecticida Raid Max mata cucarachas aerosol,Insecticida Raid Max mata cucarachas aerosol x 360ml,Raid,Insecticidas,Aseo De Hogar,Hogar,HO
7204,P139090,Galletas Gullón sin gluten caja,Galletas Gullón sin gluten caja x 200 g,Gullon,Galletas Dietéticas Y Saludables,Pasabocas,Alimentos y Bebidas,A&B
7205,P541761,Cerveza Heineken Bot.,Cerveza Heineken Bot. x 650Cm3,Heineken,Cervezas,Vinos Y Licores,Alimentos y Bebidas,A&B
7206,P663138,Detergente Fab antibacterial polvo,Detergente Fab antibacterial polvo x 1.8 kg,Fab,Detergentes,Cuidado De Ropa Y Calzado,Hogar,HO
7207,P244490,Vino Gato Negro Cabernet Merlot,Vino Gato Negro Cabernet Merlot x 750 ml,Gato Negro,Vino,Vinos Y Licores,Alimentos y Bebidas,A&B
7208,P729928,Betún negro page 55g lleve 70g,Betún negro page 55g lleve 70g,Bufalo,Betún,Cuidado De Ropa Y Calzado,Hogar,HO
7209,P326760,Quitamanchas(sangre-lacteo-huevo) El Mago #4,Quitamanchas(sangre-lacteo-huevo) El Mago #4 x 50ml,Dr.Beckmann,Desmanchadores,Cuidado De Ropa Y Calzado,Hogar,HO
7210,P377673,Esponja Freestyle corporal,Esponja Freestyle corporal,Freestyle,Accesorios De Belleza,Belleza,Salud y Belleza,S&B
7211,P608630,Jabón intimo Intibon vinagre manzana,Jabón intimo Intibon vinagre manzana x 210g,Intibon,Protección Femenina,Cuidado Personal,Salud y Belleza,S&B
7212,P634028,Aceite cremoso lefrit frasco,Aceite cremoso lefrit frasco x 500g,Lefrit,Aceite,Despensa,Alimentos y Bebidas,A&B
7213,P758999,Rey Bolsa Comino Molido,Comino En Bolsa,El Rey,"Condimentos, Caldos Y Sal",Despensa,Alimentos y Bebidas,A&B
7214,P654631,Kit Sonriden cepillo,Kit Sonriden cepillo x 1 und + crema dental x 25ml + seda x 12m,Proquident,Cuidado Oral,Cuidado Personal,Salud y Belleza,S&B
7215,P445312,Esmalte Vogue gel satisfacción,Esmalte Vogue gel satisfacción x 14 ml,Vogue,Maquillaje,Belleza,Salud y Belleza,S&B
7216,P318971,Acondicionador Savital multivitaminas,Acondicionador Savital multivitaminas x 530 ml,Savital,Acondicionadores Y Tratamientos,Cuidado Personal,Salud y Belleza,S&B
7217,P587694,Pasta Monticello spaguetti,Pasta Premium Spaghetti X 500 gr,Monticello,Pastas,Despensa,Alimentos y Bebidas,A&B
7218,P298100,Snacks Hatsu bites mango chia cubiertos yogurt,Snacks Hatsu bites mango chia cubiertos yogurt x 90g,Hatsu,Frutos Secos,Pasabocas,Alimentos y Bebidas,A&B
7219,P366733,Hamburguesa de soya Sabyi,Hamburguesa de soya Sabyi x 350 g,Jumbo,Carnes Frías Y Embutidos,"Lácteos, Huevos Y Refrigerados",Alimentos y Bebidas,A&B
7220,P601120,Gelatina Royal Frambuesa,Gelatina Royal Frambuesa Sobre 40gr,Royal,"Gelatinas, Flanes Y Pudines",Dulces Y Postres,Alimentos y Bebidas,A&B
7221,P550476,Listerine Zero Menta Suave x 180ml,Listerine Zero Menta Suave x 180ml,Listerine,Cuidado Oral,Cuidado Personal,Salud y Belleza,S&B
7222,P325031,Queso Importado Colby Jack Chesse Centurion Pemium,Queso Importado Colby Jack Chesse Centurion Pemium x 150g,Centurion Foods,Quesos Especializados,Charcutería,Alimentos y Bebidas,A&B
